"Id","Date Created","Shot > Sequence","Shot > Description","Motion description","Project",
"133870","2025/03/27 13:14:20","2025-03-25","Birdwatching: Holding binoculars, Focusing on birds, Identifying species, Taking notes, Sharing observations with others.","Person standing raising binoculars and watching things around slowly, making a steady turn","crs",
"133868","2025/03/27 13:12:15","2025-03-25","Birdwatching: Holding binoculars, Focusing on birds, Identifying species, Taking notes, Sharing observations with others.","Person standing putting down binoculars, making a step forward","crs",
"133867","2025/03/27 13:11:44","2025-03-25","Birdwatching: Holding binoculars, Focusing on birds, Identifying species, Taking notes, Sharing observations with others.","Person standing raising binoculars to see birds in the distance","crs",
"133858","2025/03/27 12:43:09","2025-03-25","Examining evidence, Taking photos, Dusting for fingerprints, Interviewing witnesses, Collecting clues, Searching for details.","Collecting evidence. Grabbing a plastic bag from a counter. Making few steps forward and bending down to grab an object. Putting the object in the evidence bag for a closer examination.","crs",
"133857","2025/03/27 12:39:23","2025-03-25","Examining evidence, Taking photos, Dusting for fingerprints, Interviewing witnesses, Collecting clues, Searching for details.","With an item in hand, detective is standing back up and placing the found object on the nearby table.Holding a camera in the left hand and starting to walk.","crs",
"133856","2025/03/27 12:39:17","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console and dancing, taking off his headphones","crs",
"133855","2025/03/27 12:38:08","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console and dancing, controlling the console with his right hand, holding the headphones with his left hand","crs",
"133854","2025/03/27 12:37:09","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console and dancing, raising his right hand, with his left hand he holds on to the headphones that are on his head","crs",
"133852","2025/03/27 12:36:40","2025-03-25","Examining evidence, Taking photos, Dusting for fingerprints, Interviewing witnesses, Collecting clues, Searching for details.","Picking up an item from the ground and examining it closely. Crouching next to someone.","crs",
"133851","2025/03/27 12:35:24","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, stands in front of the console and controls the music on the console with both hands, then raises his hands","crs",
"133850","2025/03/27 12:34:33","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console and dancing, playing music on the console with his right hand","crs",
"133849","2025/03/27 12:34:29","2025-03-25","Examining evidence, Taking photos, Dusting for fingerprints, Interviewing witnesses, Collecting clues, Searching for details.","Detective is slowly circling around the body on the ground, picking up fallen chair and crouching next to the body to examine and pick up an item from the ground.","crs",
"133847","2025/03/27 12:33:36","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console and dancing, raising his hands, then putting on his headphones","crs",
"133846","2025/03/27 12:32:13","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console, leaning on the console, adjusting the music with his left hand","crs",
"133845","2025/03/27 12:31:26","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console, dancing and raising his hands","crs",
"133843","2025/03/27 12:29:26","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console, dancing slightly, adjusting the music on the console with his left hand, holding the headphones on his head with his right hand","crs",
"133842","2025/03/27 12:29:09","2025-03-25","Examining evidence, Taking photos, Dusting for fingerprints, Interviewing witnesses, Collecting clues, Searching for details.","Detective is crouching and picking up an object from the ground with their right hand. Closely examining it, standing back up and walking forward. Then crouches again and puts the object back almost at it's original position","crs",
"133841","2025/03/27 12:28:13","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, stands in front of the console, dances slightly, adjusts the music on the console, grabs the headphones that are on his ears and dances","crs",
"133840","2025/03/27 12:26:11","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console, dancing slightly, holding the headphones by the right ear with his right hand, lifting it several times with his left hand and dancing","crs",
"133839","2025/03/27 12:25:23","2025-03-25","Examining evidence, Taking photos, Dusting for fingerprints, Interviewing witnesses, Collecting clues, Searching for details.","Detective is circling around the murdered body on the ground, holding the camera in hands, moving slowly and talking to someone. Detective crouches to take a photo from another angle.","crs",
"133838","2025/03/27 12:24:48","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console, dancing slightly and adjusting the music on the console with both hands","crs",
"133837","2025/03/27 12:23:50","2025-03-25","Examining evidence, Taking photos, Dusting for fingerprints, Interviewing witnesses, Collecting clues, Searching for details.","Detective is beginning to examine some items on the nearby table. Looking around and touching them. Holding a camera in hands.","crs",
"133836","2025/03/27 12:23:22","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console, dancing slightly and playing music from the console","crs",
"133834","2025/03/27 12:22:01","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console, headphones around his neck and putting them on his head","crs",
"133833","2025/03/27 12:21:35","2025-03-25","Examining evidence, Taking photos, Dusting for fingerprints, Interviewing witnesses, Collecting clues, Searching for details.","Detective in crouching down to uncover the murdered body on the ground with the right hand and then taking a close up shot with a camera.","crs",
"133832","2025/03/27 12:21:01","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, standing in front of the console, takes the headphones from the table and puts them around his neck, turns up the music with his right hand","crs",
"133831","2025/03/27 12:19:54","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, plug in cable to computer","crs",
"133830","2025/03/27 12:19:35","2025-03-25","Examining evidence, Taking photos, Dusting for fingerprints, Interviewing witnesses, Collecting clues, Searching for details.","Detective walks around the crime scene and takes a close-up shot of the murdered body.","crs",
"133829","2025/03/27 12:19:10","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, holding a cable with his left hand, with his right hand he picks up the headphones and puts them to his right ear","crs",
"133828","2025/03/27 12:18:26","2025-03-25","Mixing tracks, Using turntables, Using a mixer, Adjusting levels, Scratching, Beatmatching, Cueing tracks, Interacting with the crowd.","musician-dj, bends down and picks up a cable from the ground, pulls the table aside and plugs the cable into the computer","crs",
